Roll (deg),Pitch (deg),Yaw (deg)
-103.36151946941212,0.0,20.65071711162663
-103.47770659523303,1.2722218725854067e-14,20.650717111626655
-103.59389372105406,0.0,20.650717111626655
-103.71008084687507,0.0,20.650717111626655
-103.82626797269599,0.0,20.650717111626655
-103.942455098517,0.0,20.65071711162663
-104.05864222433797,-1.2722218725854067e-14,20.65071711162663
-104.17482935015894,0.0,20.65071711162663
-104.29101647597996,0.0,20.650717111626655
-104.40720360180087,0.0,20.650717111626655
-104.52339072762189,0.0,20.650717111626655
-104.6395778534428,0.0,20.650717111626655
-104.75576497926382,0.0,20.650717111626655
-104.87195210508479,0.0,20.65071711162663
-104.98813923090576,0.0,20.650717111626655
-105.10432635672677,0.0,20.650717111626655
-105.22051348254769,0.0,20.650717111626655
-105.3367006083687,0.0,20.650717111626655
-105.45288773418967,0.0,20.65071711162663
-105.56907486001064,0.0,20.65071711162663
-105.6852619858316,1.2722218725854067e-14,20.65071711162663
-105.80144911165257,0.0,20.650717111626655
-105.91763623747359,-1.2722218725854067e-14,20.650717111626655
-106.0338233632945,0.0,20.650717111626655
-106.15001048911552,0.0,20.65071711162663
-106.26619761493649,-1.2722218725854067e-14,20.65071711162663
-106.38238474075746,0.0,20.65071711162663
-106.49857186657847,0.0,20.650717111626655
-106.61475899239939,0.0,20.650717111626655
-106.7309461182204,1.2722218725854067e-14,20.650717111626655
-106.84713324404132,0.0,20.650717111626655
-106.96332036986234,0.0,20.650717111626655
-107.07950749568336,0.0,20.650717111626655
-107.19569462150427,0.0,20.65071711162663
-107.31188174732529,0.0,20.650717111626655
-107.4280688731462,0.0,20.650717111626655
-107.54425599896722,0.0,20.650717111626655
-107.66044312478819,0.0,20.65071711162668
-107.77663025060916,0.0,20.650717111626655
-107.89281737643017,0.0,20.650717111626655
-108.00900450225109,1.2722218725854067e-14,20.650717111626655
-108.1251916280721,0.0,20.650717111626655
-108.24137875389307,0.0,20.65071711162663
-108.35756587971404,0.0,20.65071711162663
-108.47375300553506,0.0,20.650717111626655
-108.58994013135597,0.0,20.650717111626655
-108.70612725717699,0.0,20.650717111626655
-108.8223143829979,0.0,20.650717111626655
-108.93850150881892,0.0,20.65071711162663
-109.05468863463989,0.0,20.65071711162663
-109.17087576046086,0.0,20.650717111626655
-109.28706288628187,0.0,20.650717111626655
-109.40325001210279,0.0,20.650717111626655
-109.5194371379238,1.2722218725854067e-14,20.650717111626655
-109.63562426374477,0.0,20.65071711162663
-109.75181138956575,1.2722218725854067e-14,20.650717111626655
-109.86799851538666,-1.2722218725854067e-14,20.650717111626655
-109.98418564120767,0.0,20.650717111626655
-110.10037276702869,0.0,20.650717111626655
-110.2165598928496,0.0,20.650717111626655
-110.33274701867062,-1.2722218725854067e-14,20.650717111626655
-110.44893414449159,-1.2722218725854067e-14,20.65071711162664
-110.56512127031256,-1.2722218725854067e-14,20.65071711162664
-110.68130839613352,0.0,20.65071711162664
-110.79749552195449,0.0,20.650717111626655
-110.9136826477755,0.0,20.650717111626655
-111.02986977359642,1.2722218725854067e-14,20.65071711162664
-111.14605689941745,0.0,20.65071711162664
-111.2622440252384,0.0,20.65071711162664
-111.37843115105937,0.0,20.650717111626655
-111.49461827688039,0.0,20.650717111626655
-111.6108054027013,1.2722218725854067e-14,20.650717111626655
-111.72699252852233,0.0,20.650717111626665
-111.84317965434329,0.0,20.65071711162663
-111.95936678016426,0.0,20.65071711162664
-112.07555390598522,0.0,20.65071711162664
-112.19174103180619,0.0,20.650717111626655
-112.3079281576272,0.0,20.650717111626655
-112.42411528344817,0.0,20.65071711162664
-112.54030240926915,-1.2722218725854067e-14,20.65071711162664
-112.6564895350901,0.0,20.65071711162664
-112.77267666091107,-1.2722218725854067e-14,20.65071711162664
-112.88886378673205,0.0,20.65071711162664
-113.005050912553,0.0,20.650717111626655
-113.12123803837403,1.2722218725854067e-14,20.650717111626665
-113.23742516419499,0.0,20.650717111626665
-113.35361229001596,0.0,20.650717111626665
-113.46979941583697,0.0,20.650717111626655
-113.58598654165789,0.0,20.65071711162664
-113.7021736674789,-1.2722218725854067e-14,20.650717111626655
-113.81836079329982,0.0,20.650717111626655
-113.93454791912085,0.0,20.650717111626665
-114.0507350449418,0.0,20.65071711162664
-114.16692217076277,1.2722218725854067e-14,20.65071711162664
-114.28310929658379,0.0,20.650717111626655
-114.3992964224047,0.0,20.650717111626655
-114.51548354822573,0.0,20.65071711162664
-114.63167067404665,0.0,20.650717111626655
-114.74785779986766,0.0,20.65071711162664
-114.86404492568863,0.0,20.65071711162664
-114.98023205150959,0.0,20.65071711162664
-115.0964191773306,0.0,20.650717111626655
-115.21260630315152,0.0,20.650717111626655
-115.32879342897255,1.2722218725854067e-14,20.65071711162664
-115.4449805547935,1.2722218725854067e-14,20.65071711162664
-115.56116768061447,0.0,20.65071711162664
-115.67735480643545,0.0,20.65071711162664
-115.7935419322564,0.0,20.650717111626655
-115.90972905807743,1.2722218725854067e-14,20.650717111626655
-116.02591618389839,0.0,20.65071711162664
-116.14210330971936,0.0,20.65071711162664
-116.25829043554033,0.0,20.65071711162664
-116.37447756136129,0.0,20.65071711162664
-116.4906646871823,-1.2722218725854067e-14,20.650717111626655
-116.60685181300323,0.0,20.650717111626655
-116.72303893882425,-1.2722218725854067e-14,20.650717111626655
-116.8392260646452,0.0,20.65071711162664
-116.95541319046617,0.0,20.65071711162664
-117.07160031628715,0.0,20.650717111626665
-117.1877874421081,0.0,20.650717111626655
-117.30397456792913,1.2722218725854067e-14,20.650717111626655
-117.42016169375009,0.0,20.65071711162664
-117.53634881957106,0.0,20.65071711162664
-117.65253594539203,0.0,20.65071711162664
-117.76872307121299,1.2722218725854067e-14,20.65071711162664
-117.884910197034,0.0,20.650717111626655
-118.00109732285493,-1.2722218725854067e-14,20.650717111626655
-118.11728444867595,0.0,20.65071711162664
-118.23347157449696,0.0,20.650717111626655
-118.34965870031787,0.0,20.65071711162664
-118.46584582613889,0.0,20.650717111626655
-118.58203295195986,0.0,20.650717111626665
-118.69822007778083,-1.2722218725854067e-14,20.650717111626665
-118.81440720360179,0.0,20.650717111626665
-118.93059432942276,0.0,20.65071711162664
-119.04678145524373,0.0,20.65071711162664
-119.16296858106469,-1.2722218725854067e-14,20.65071711162664
-119.2791557068857,0.0,20.650717111626655
-119.39534283270663,0.0,20.650717111626655
-119.51152995852765,0.0,20.650717111626655
-119.6277170843486,0.0,20.65071711162664
-119.74390421016957,0.0,20.65071711162664
-119.86009133599055,0.0,20.65071711162664
-119.9762784618115,1.2722218725854067e-14,20.650717111626655
-120.09246558763253,0.0,20.65071711162663
-120.20865271345345,0.0,20.650717111626655
-120.32483983927446,0.0,20.65071711162664
-120.44102696509543,0.0,20.65071711162664
-120.55721409091639,0.0,20.65071711162664
-120.67340121673742,0.0,20.650717111626655
-120.78958834255833,0.0,20.650717111626655
-120.90577546837935,0.0,20.650717111626655
-121.0219625942003,-1.2722218725854067e-14,20.65071711162664
-121.13814972002127,-1.2722218725854067e-14,20.65071711162664
-121.25433684584229,0.0,20.650717111626655
-121.37052397166326,0.0,20.65071711162663
-121.48671109748423,0.0,20.650717111626655
-121.60289822330515,0.0,20.650717111626655
-121.71908534912616,0.0,20.65071711162664
-121.83527247494713,1.2722218725854067e-14,20.65071711162664
-121.95145960076809,1.2722218725854067e-14,20.65071711162664
-122.06764672658912,1.2722218725854067e-14,20.65071711162664
-122.18383385241003,0.0,20.650717111626655
-122.30002097823105,1.2722218725854067e-14,20.650717111626655
-122.41620810405202,0.0,20.65071711162664
-122.53239522987298,0.0,20.65071711162664
-122.64858235569395,0.0,20.65071711162664
-122.7647694815149,0.0,20.650717111626655
-122.88095660733593,0.0,20.650717111626655
-122.99714373315685,0.0,20.650717111626655
-123.11333085897786,0.0,20.65071711162664
-123.22951798479883,0.0,20.65071711162664
-123.34570511061979,0.0,20.65071711162664
-123.46189223644082,0.0,20.65071711162663
-123.57807936226173,1.2722218725854067e-14,20.650717111626655
-123.69426648808275,0.0,20.650717111626655
-123.81045361390372,0.0,20.65071711162664
-123.92664073972468,0.0,20.65071711162664
-124.04282786554569,1.2722218725854067e-14,20.650717111626655
-124.15901499136662,0.0,20.650717111626655
-124.27520211718763,0.0,20.650717111626655
-124.39138924300855,0.0,20.650717111626655
-124.50757636882956,-1.2722218725854067e-14,20.65071711162664
-124.62376349465053,0.0,20.65071711162664
-124.73995062047149,0.0,20.65071711162664
-124.85613774629246,0.0,20.65071711162664
-124.97232487211348,1.2722218725854067e-14,20.65071711162663
-125.08851199793445,0.0,20.650717111626655
-125.20469912375542,1.2722218725854067e-14,20.65071711162664
-125.32088624957638,0.0,20.65071711162664
-125.43707337539735,0.0,20.65071711162664
-125.55326050121836,-1.2722218725854067e-14,20.650717111626665
-125.66944762703933,0.0,20.650717111626655
-125.78563475286025,1.2722218725854067e-14,20.650717111626655
-125.90182187868126,1.2722218725854067e-14,20.65071711162664
-126.01800900450223,0.0,20.65071711162664
-126.13419613032319,0.0,20.65071711162664
-126.25038325614422,0.0,20.650717111626655
-126.36657038196513,0.0,20.650717111626655
-126.48275750778615,0.0,20.65071711162664
-126.59894463360706,0.0,20.650717111626655
-126.71513175942808,0.0,20.65071711162664
-126.83131888524905,0.0,20.65071711162664
-126.94750601107002,0.0,20.650717111626655
-127.06369313689103,0.0,20.650717111626655
-127.17988026271195,0.0,20.650717111626655
-127.29606738853296,0.0,20.65071711162664
-127.41225451435393,-1.2722218725854067e-14,20.65071711162664
-127.52844164017489,0.0,20.650717111626655
-127.64462876599592,0.0,20.65071711162663
-127.76081589181683,0.0,20.650717111626655
-127.87700301763785,0.0,20.650717111626665
-127.99319014345882,1.2722218725854067e-14,20.65071711162664
-128.10937726927978,1.2722218725854067e-14,20.65071711162664
-128.22556439510075,1.2722218725854067e-14,20.65071711162664
-128.34175152092172,0.0,20.65071711162664
-128.45793864674272,-1.2722218725854067e-14,20.65071711162663
-128.57412577256363,0.0,20.650717111626655
-128.69031289838466,-1.2722218725854067e-14,20.65071711162664
-128.80650002420563,0.0,20.65071711162664
-128.9226871500266,0.0,20.65071711162664
-129.0388742758476,0.0,20.650717111626655
-129.15506140166852,1.2722218725854067e-14,20.650717111626655
-129.27124852748955,0.0,20.65071711162664
-129.38743565331052,0.0,20.65071711162664
-129.5036227791315,0.0,20.65071711162664
-129.61980990495243,0.0,20.65071711162664
-129.7359970307734,1.2722218725854067e-14,20.650717111626655
-129.85218415659443,0.0,20.650717111626655
-129.9683712824154,0.0,20.65071711162663
-130.08455840823638,1.2722218725854067e-14,20.65071711162664
-130.20074553405732,0.0,20.65071711162664
-130.3169326598783,0.0,20.65071711162664
-130.43311978569926,0.0,20.65071711162664
-130.54930691152023,1.2722218725854067e-14,20.650717111626655
-130.66549403734126,0.0,20.650717111626655
-130.7816811631622,0.0,20.65071711162664
-130.89786828898318,0.0,20.65071711162664
-131.01405541480415,0.0,20.65071711162664
-131.13024254062515,0.0,20.650717111626655
-131.24642966644612,0.0,20.650717111626655
-131.36261679226706,0.0,20.650717111626655
-131.47880391808806,0.0,20.65071711162664
-131.59499104390903,1.2722218725854067e-14,20.65071711162664
-131.71117816973,0.0,20.65071711162664
-131.82736529555098,0.0,20.650717111626655
-131.94355242137198,0.0,20.650717111626665
-132.05973954719292,0.0,20.650717111626655
-132.1759266730139,0.0,20.650717111626655
-132.2921137988349,1.2722218725854067e-14,20.65071711162664
-132.40830092465583,0.0,20.65071711162664
-132.52448805047683,0.0,20.650717111626655
-132.6406751762978,0.0,20.650717111626655
-132.75686230211878,1.2722218725854067e-14,20.650717111626655
-132.87304942793978,0.0,20.65071711162664
-132.98923655376072,0.0,20.65071711162664
-133.1054236795817,0.0,20.65071711162664
-133.22161080540266,0.0,20.65071711162664
-133.33779793122366,0.0,20.650717111626655
-133.45398505704466,0.0,20.65071711162664
-133.5701721828656,1.2722218725854067e-14,20.65071711162664
-133.68635930868658,-1.2722218725854067e-14,20.65071711162664
-133.80254643450755,1.2722218725854067e-14,20.65071711162664
-133.91873356032852,1.2722218725854067e-14,20.65071711162664
-134.03492068614952,0.0,20.65071711162663
-134.1511078119705,0.0,20.65071711162664
-134.26729493779146,-1.2722218725854067e-14,20.65071711162664
-134.38348206361243,0.0,20.65071711162664
-134.4996691894334,0.0,20.65071711162664
-134.61585631525438,0.0,20.650717111626655
-134.73204344107538,1.2722218725854067e-14,20.65071711162663
-134.84823056689632,-1.2722218725854067e-14,20.650717111626655
-134.9644176927173,0.0,20.650717111626655
-135.0806048185383,0.0,20.65071711162664
-135.19679194435926,0.0,20.65071711162664
-135.31297907018026,0.0,20.650717111626665
-135.4291661960012,0.0,20.650717111626655
-135.54535332182218,0.0,20.650717111626655
-135.66154044764318,0.0,20.650717111626665
-135.77772757346412,1.2722218725854067e-14,20.65071711162664
-135.8939146992851,0.0,20.65071711162664
-136.01010182510606,-1.2722218725854067e-14,20.65071711162664
-136.12628895092706,0.0,20.650717111626655
-136.24247607674803,0.0,20.650717111626655
-136.35866320256898,1.2722218725854067e-14,20.650717111626655
-136.47485032838998,0.0,20.65071711162664
-136.59103745421095,0.0,20.65071711162664
-136.70722458003195,0.0,20.650717111626655
-136.82341170585292,0.0,20.65071711162663
-136.93959883167386,0.0,20.650717111626655
-137.05578595749486,0.0,20.65071711162664
-137.17197308331583,0.0,20.65071711162664
-137.2881602091368,0.0,20.65071711162664
-137.4043473349578,0.0,20.650717111626655
-137.52053446077875,0.0,20.650717111626655
-137.63672158659972,0.0,20.650717111626655
-137.75290871242072,0.0,20.650717111626665
-137.8690958382417,0.0,20.65071711162664
-137.98528296406266,0.0,20.65071711162664
-138.10147008988363,0.0,20.650717111626655
-138.2176572157046,1.2722218725854067e-14,20.650717111626655
-138.3338443415256,0.0,20.650717111626665
-138.45003146734658,0.0,20.65071711162664
-138.56621859316752,0.0,20.65071711162664
-138.6824057189885,1.2722218725854067e-14,20.65071711162664
-138.7985928448095,1.2722218725854067e-14,20.650717111626655
-138.9147799706305,0.0,20.65071711162663
-139.03096709645143,0.0,20.650717111626655
-139.1471542222724,1.2722218725854067e-14,20.650717111626655
-139.26334134809338,1.2722218725854067e-14,20.65071711162664
-139.37952847391435,0.0,20.65071711162664
-139.49571559973532,0.0,20.65071711162664
-139.61190272555632,0.0,20.650717111626655
-139.72808985137726,0.0,20.650717111626655
-139.84427697719823,1.2722218725854067e-14,20.650717111626655
-139.9604641030192,1.2722218725854067e-14,20.650717111626655
-140.0766512288402,0.0,20.65071711162664
-140.19283835466118,0.0,20.65071711162664
-140.30902548048215,1.2722218725854067e-14,20.650717111626655
-140.42521260630315,0.0,20.65071711162664
-140.5413997321241,0.0,20.650717111626655
-140.6575868579451,0.0,20.65071711162664
-140.77377398376606,1.2722218725854067e-14,20.65071711162664
-140.88996110958703,0.0,20.650717111626655
-141.006148235408,0.0,20.650717111626655
-141.12233536122898,0.0,20.650717111626655
-141.23852248704995,0.0,20.650717111626655
-141.35470961287095,0.0,20.65071711162664
-141.4708967386919,-1.2722218725854067e-14,20.65071711162664
-141.58708386451286,0.0,20.65071711162664
-141.70327099033386,0.0,20.650717111626655
-141.81945811615483,0.0,20.650717111626655
-141.9356452419758,0.0,20.65071711162664
-142.05183236779678,0.0,20.65071711162664
-142.16801949361775,-1.2722218725854067e-14,20.65071711162664
-142.28420661943872,0.0,20.65071711162664
-142.40039374525972,0.0,20.650717111626655
-142.51658087108066,-1.2722218725854067e-14,20.650717111626655
-142.6327679969017,-1.2722218725854067e-14,20.650717111626655
-142.74895512272263,0.0,20.65071711162664
-142.8651422485436,0.0,20.65071711162664
-142.9813293743646,-1.2722218725854067e-14,20.650717111626665
-143.09751650018555,0.0,20.650717111626655
-143.21370362600652,0.0,20.650717111626655
-143.3298907518275,0.0,20.650717111626655
-143.44607787764846,0.0,20.650717111626655
-143.56226500346946,0.0,20.65071711162664
-143.67845212929043,0.0,20.650717111626655
-143.79463925511138,0.0,20.65071711162664
-143.91082638093238,0.0,20.650717111626655
-144.02701350675335,0.0,20.650717111626655
-144.14320063257435,0.0,20.65071711162664
-144.25938775839532,0.0,20.650717111626655
-144.37557488421626,0.0,20.65071711162664
-144.49176201003726,0.0,20.650717111626655
-144.60794913585826,0.0,20.650717111626665
-144.7241362616792,0.0,20.65071711162664
-144.84032338750018,0.0,20.65071711162664
-144.95651051332115,0.0,20.65071711162664
-145.07269763914212,0.0,20.65071711162664
-145.18888476496312,-1.2722218725854067e-14,20.650717111626655
-145.30507189078406,0.0,20.650717111626655
-145.42125901660506,0.0,20.65071711162664
-145.53744614242603,0.0,20.65071711162664
-145.653633268247,0.0,20.65071711162664
-145.76982039406798,0.0,20.65071711162664
-145.88600751988895,-1.2722218725854067e-14,20.650717111626655
-146.00219464570992,-1.2722218725854067e-14,20.650717111626655
-146.1183817715309,0.0,20.650717111626655
-146.2345688973519,0.0,20.65071711162664
-146.35075602317286,0.0,20.65071711162664
-146.46694314899383,0.0,20.650717111626655
-146.58313027481483,0.0,20.65071711162663
-146.69931740063578,0.0,20.650717111626655
-146.81550452645675,0.0,20.650717111626655
-146.93169165227775,0.0,20.65071711162664
-147.0478787780987,0.0,20.65071711162664
-147.16406590391966,0.0,20.65071711162664
-147.28025302974063,0.0,20.65071711162664
-147.39644015556163,0.0,20.650717111626655
-147.5126272813826,0.0,20.650717111626655
-147.6288144072036,0.0,20.650717111626655
-147.74500153302455,0.0,20.65071711162664
-147.86118865884555,0.0,20.650717111626655
-147.97737578466652,0.0,20.650717111626655
-148.0935629104875,1.2722218725854067e-14,20.650717111626655
-148.20975003630846,1.2722218725854067e-14,20.65071711162664
-148.32593716212943,0.0,20.65071711162664
-148.4421242879504,0.0,20.65071711162664
-148.55831141377138,0.0,20.65071711162664
-148.67449853959235,0.0,20.650717111626655
-148.79068566541332,0.0,20.650717111626655
-148.90687279123432,1.2722218725854067e-14,20.65071711162664
-149.0230599170553,1.2722218725854067e-14,20.65071711162664
-149.13924704287626,0.0,20.65071711162664
-149.2554341686972,0.0,20.65071711162664
-149.3716212945182,1.2722218725854067e-14,20.650717111626655
-149.48780842033918,0.0,20.650717111626655
-149.60399554616018,0.0,20.65071711162664
-149.72018267198115,0.0,20.65071711162664
-149.83636979780212,0.0,20.650717111626655
-149.95255692362306,0.0,20.65071711162664
-150.06874404944404,0.0,20.65071711162664
-150.18493117526504,0.0,20.650717111626655
-150.301118301086,-1.2722218725854067e-14,20.650717111626655
-150.41730542690698,0.0,20.65071711162664
-150.53349255272795,0.0,20.65071711162664
-150.64967967854898,0.0,20.650717111626665
-150.7658668043699,0.0,20.65071711162664
-150.8820539301909,1.2722218725854067e-14,20.650717111626655
-150.99824105601184,0.0,20.650717111626655
-151.11442818183284,0.0,20.65071711162664
-151.2306153076538,0.0,20.65071711162664
-151.34680243347478,1.2722218725854067e-14,20.65071711162664
-151.46298955929575,0.0,20.650717111626655
-151.57917668511675,0.0,20.65071711162664
-151.69536381093772,0.0,20.65071711162664
-151.8115509367587,0.0,20.65071711162664
-151.92773806257966,0.0,20.65071711162664
-152.0439251884006,0.0,20.650717111626655
-152.16011231422164,0.0,20.65071711162664
-152.2762994400426,0.0,20.65071711162664
-152.39248656586358,0.0,20.65071711162664
-152.50867369168455,0.0,20.650717111626655
-152.6248608175055,0.0,20.65071711162664
-152.74104794332646,1.2722218725854067e-14,20.650717111626655
-152.8572350691475,0.0,20.650717111626665
-152.97342219496846,0.0,20.65071711162664
-153.08960932078944,0.0,20.65071711162664
-153.20579644661038,0.0,20.65071711162664
-153.32198357243135,1.2722218725854067e-14,20.65071711162664
-153.43817069825232,0.0,20.65071711162664
-153.55435782407332,0.0,20.650717111626655
-153.6705449498943,0.0,20.65071711162664
-153.78673207571524,-1.2722218725854067e-14,20.650717111626655
-153.90291920153624,0.0,20.65071711162664
-154.0191063273572,-1.2722218725854067e-14,20.650717111626655
-154.13529345317818,0.0,20.65071711162664
-154.25148057899915,0.0,20.65071711162664
-154.36766770482015,0.0,20.650717111626665
-154.48385483064112,1.2722218725854067e-14,20.65071711162664
-154.6000419564621,0.0,20.65071711162664
-154.71622908228306,0.0,20.650717111626655
-154.83241620810406,0.0,20.65071711162664
-154.94860333392504,0.0,20.65071711162664
-155.064790459746,0.0,20.65071711162664
-155.180977585567,0.0,20.650717111626655
-155.29716471138795,0.0,20.65071711162664
-155.4133518372089,0.0,20.65071711162664
-155.52953896302986,0.0,20.650717111626655
-155.6457260888509,0.0,20.65071711162664
-155.76191321467186,0.0,20.65071711162664
-155.87810034049284,-1.2722218725854067e-14,20.65071711162664
-155.99428746631378,0.0,20.65071711162664
-156.11047459213475,-1.2722218725854067e-14,20.650717111626655
-156.22666171795572,1.2722218725854067e-14,20.650717111626655
-156.34284884377675,0.0,20.65071711162664
-156.4590359695977,0.0,20.650717111626655
-156.57522309541866,0.0,20.65071711162664
-156.69141022123964,0.0,20.65071711162664
-156.8075973470606,0.0,20.65071711162664
-156.92378447288158,0.0,20.65071711162664
-157.03997159870258,0.0,20.65071711162664
-157.15615872452352,0.0,20.650717111626655
-157.2723458503445,0.0,20.650717111626655
-157.3885329761655,0.0,20.650717111626655
-157.50472010198646,0.0,20.65071711162664
-157.62090722780744,0.0,20.65071711162664
-157.73709435362838,0.0,20.65071711162664
-157.8532814794494,-1.2722218725854067e-14,20.65071711162664
-157.96946860527035,0.0,20.650717111626655
-158.08565573109135,0.0,20.65071711162664
-158.2018428569123,0.0,20.650717111626665
-158.31802998273332,0.0,20.65071711162664
-158.43421710855426,0.0,20.650717111626655
-158.55040423437524,0.0,20.650717111626655
-158.66659136019624,1.2722218725854067e-14,20.65071711162664
-158.78277848601718,0.0,20.65071711162664
-158.89896561183815,0.0,20.650717111626655
-159.01515273765912,1.2722218725854067e-14,20.65071711162664
-159.13133986348015,1.2722218725854067e-14,20.65071711162664
-159.24752698930112,-1.2722218725854067e-14,20.65071711162664
-159.36371411512206,-1.2722218725854067e-14,20.65071711162664
-159.47990124094304,1.2722218725854067e-14,20.65071711162664
-159.596088366764,0.0,20.65071711162664
-159.71227549258498,0.0,20.65071711162664
-159.82846261840598,0.0,20.650717111626655
-159.94464974422692,0.0,20.650717111626655
-160.06083687004792,0.0,20.65071711162664
-160.1770239958689,0.0,20.65071711162664
-160.29321112168986,0.0,20.650717111626655
-160.40939824751084,0.0,20.650717111626655
-160.52558537333184,0.0,20.65071711162664
-160.6417724991528,0.0,20.65071711162664
-160.75795962497378,0.0,20.65071711162664
