X,Y,Z
90.0,0.0,-1.0
89.99981495254477,0.18250618537772942,-1.0
89.99925981093998,0.36501162025978834,-1.0
89.99833457746848,0.5475155541535925,-1.0
89.99703925593501,0.7300172365727302,-1.0
89.99537385166612,0.9125159170400472,-1.0
89.99333837151022,1.0950108450907354,-1.0
89.99093282383755,1.2775012702754158,-1.0
89.98815721854015,1.4599864421632263,-1.0
89.98501156703173,1.6424656103449078,-1.0
89.98149588224776,1.8249380244358886,-1.0
89.97761017864526,2.007402934079372,-1.0
89.97335447220297,2.18985958894942,-1.0
89.96872878042102,2.3723072387540394,-1.0
89.963733122321,2.5547451332382685,-1.0
89.9583675184459,2.7371725221872594,-1.0
89.95263199085998,2.919588655429366,-1.0
89.9465265631487,3.1019927828392277,-1.0
89.94005126041854,3.2843841543408523,-1.0
89.93320610929705,3.4667620199107043,-1.0
89.92599113793263,3.6491256295807832,-1.0
89.91840637599441,3.8314742334417167,-1.0
89.9104518546722,4.013807081645833,-1.0
89.90212760667633,4.1961234244102545,-1.0
89.89343366623747,4.378422512019975,-1.0
89.88437006910654,4.560703594830944,-1.0
89.87493685255455,4.742965923273148,-1.0
89.86513405537248,4.925208747853699,-1.0
89.854961717871,5.107431319159911,-1.0
89.8444198818805,5.289632887862378,-1.0
89.83350859075074,5.471812704718066,-1.0
89.82222788935073,5.653970020573387,-1.0
89.81057782406863,5.836104086367278,-1.0
89.7985584428114,6.018214153134286,-1.0
89.78616979500474,6.200299472007647,-1.0
89.77341193159283,6.382359294222364,-1.0
89.7602849050381,6.564392871118281,-1.0
89.74678876932109,6.7463994541431775,-1.0
89.7329235799401,6.92837829485583,-1.0
89.71868939391113,7.110328644929093,-1.0
89.70408626976747,7.292249756152985,-1.0
89.68911426755963,7.474140880437761,-1.0
89.67377344885494,7.656001269816977,-1.0
89.65806387673737,7.837830176450586,-1.0
89.64198561580733,8.019626852628003,-1.0
89.62553873218124,8.20139055077117,-1.0
89.60872329349147,8.383120523437654,-1.0
89.59153936888582,8.564816023323695,-1.0
89.57398702902748,8.7464763032673,-1.0
89.55606634609458,8.928100616251296,-1.0
89.53777739377992,9.109688215406424,-1.0
89.5191202472907,9.291238354014387,-1.0
89.50009498334822,9.472750285510939,-1.0
89.4807016801875,9.65422326348895,-1.0
89.46094041755701,9.835656541701464,-1.0
89.44081127671835,10.017049374064785,-1.0
89.42031434044588,10.198401014661538,-1.0
89.39944969302638,10.379710717743725,-1.0
89.37821742025876,10.560977737735815,-1.0
89.35661760945365,10.742201329237789,-1.0
89.33465034943302,10.92338074702821,-1.0
89.3123157305299,11.104515246067303,-1.0
89.28961384458793,11.285604081499997,-1.0
89.26654478496106,11.466646508658997,-1.0
89.24310864651304,11.647641783067852,-1.0
89.2193055256172,11.828589160444006,-1.0
89.19513552015587,12.009487896701863,-1.0
89.17059872952015,12.190337247955854,-1.0
